athlete_full_name,country_name
Roger YEOMAN,Great Britain
Gérard CHRISTAUD-PIPOLA,France
Patrick LACHAUD,France
Ivan PATZAICHIN,Romania
Petre CAPUSTA,Romania
Lazar KHRISTOV,Bulgaria
Georgi Danchev,Bulgaria
Marek LBIK,Poland
Rolf NEHN,Brazil
Elizabeth CRAIG,Canada
Patricia SMITH,Canada
Ron STEVENS,Netherlands
Gert Jan LEBBINK,Netherlands
Natalya LINICHUK,Soviet Union
Gennady KARPONOSOV,Soviet Union
Christian HÄNDLE,Federal Republic of Germany
Ralf THIENEL,Federal Republic of Germany
Steven BAKKER,Netherlands
Shirley DERY-BATLIK,United States of America
Leslie Gail KLEIN,United States of America
David Alan DE RUFF,United States of America
"John Mantz, III STROTBECK",United States of America
Susanne HANDSCHMANN,Austria
Peter HANDSCHMANN,Austria
Karin LUSNIC,Slovenia
Ihor Nahaiev,Soviet Union
Victor DENISOV,Soviet Union
Bart DRECHSEL,Netherlands Antilles
David CAMPBELL-JAMES,Great Britain
Catrien EIJKEN,Netherlands
Marijke ENGELEN,Netherlands
Ingeborg NIEDERMAYER,Austria
Vera SOMMERBAUER,Austria
Wolfgang HAASE,German Democratic Republic (Germany)
Wolfgang WENZEL,German Democratic Republic (Germany)
Derek JAGO,Ireland
Michael Mackay MCINTYRE,Great Britain
Philip Brynolf VAILE,Great Britain
David ARMSTRONG,Great Britain
Ernesto TREVES,Italy
Silvio NECCHI,Italy
Frances Mary WETHERALL,Great Britain
Alan Kemp WARREN,Great Britain
David Charles Gower HUNT,Great Britain
Anna CROCI,Italy
Luca MANTOVANI,Italy
Tibor HELYI,Hungary
Vassil RADEV,Bulgaria
Danail YORDANOV,Bulgaria
Kathrin BECK,Austria
Christoff BECK,Austria
Burt LANCON,United States of America
Vicente DE LA GUARDIA,Cuba
Kenth RÖNN,Sweden
Geoffrey KIRKCONNELL,Cayman Islands
Peter MILBURN,Cayman Islands
Yves MANKEL,Germany
Thomas RUDOLPH,Germany
Ekkehard SCHULZ,German Democratic Republic (Germany)
Jurgen BRIETZKE,German Democratic Republic (Germany)
Daniel FERRE,France
Georg GROSSMANN,Federal Republic of Germany
Alexander WERNSDORFER,Federal Republic of Germany
Yehuda MAYAN,Israel
Iu-Vong VONG,"Hong Kong, China"
Jean-Claude ROUSSEL,France
Dominique LECOINTE,France
Klara ENGI,Hungary
Attila TOTH,Hungary
Titus Omotara,Nigeria
Eric RENAUD,France
Demetrios KARAPATAKIS,Cyprus
Marios KARAPATAKIS,Cyprus
Jindrich ZEMAN,Czechoslovakia
Vladimir RESL,Czechoslovakia
Mark KOEVERMANS,Netherlands
Kay Frances WORTHINGTON,Canada
Toma SIMIONOV,Romania
Petru IOSUB,Romania
Laszlo FOLTAN,Hungary
Patrick DEBUCKE,Belgium
Patrick HANSSENS,Belgium
Anton WINKLER,Federal Republic of Germany
Anton WEMBACHER,Federal Republic of Germany
Samantha SMITH,Great Britain
Jacqueline PETR,Canada
Mark JANOSCHAK,Canada
Peter ERIKSSON,Sweden
Antonio REIS,Portugal
Joao POUPADA,Portugal
Shusei FUKUZATO,Japan
Hiroyuki IZUMI,Japan
Catherine FOSTER,Great Britain
Peter NEWLANDS,Great Britain
Saeko KIMURA,Japan
Miwako MOTOYOSHI,Japan
Elena OPREA-HORVAT,Romania
Bent-Ove PEDERSEN,Norway
Christian RUUD,Norway
Hin Myong KIM,Democratic People's Republic of Korea
Song Hui KIM,Democratic People's Republic of Korea
Andrew D. GOLDMAN,United States of America
Per KJERGARD,Denmark
Peter DUE,Denmark
Irina MOISEYEVA,Soviet Union
Andrey MINENKOV,Soviet Union
Guy FORGET,France
Henri LECONTE,France
Elna REINACH,South Africa
Agnese BLUMBERGA,Latvia
Slobodan ZIVOJINOVIC,Yugoslavia
Carl Erik JOHANNESSEN,Norway
Åke Pettersson,Sweden
Råland Stridh,Sweden
Vasili YURCHENKO,Soviet Union
Yuri LOBANOV,Soviet Union
Pascal CAMIA,Monaco
Beat SCHWERZMANN,Switzerland
Ueli BODENMANN,Switzerland
Elizabeth SMYLIE,Australia
Wendy TURNBULL,Australia
Klaus BONSACK,German Democratic Republic (Germany)
Wolfram FIEDLER,German Democratic Republic (Germany)
Jacqueline MASON,Australia
Mervyn John BOWER,Australia
Calvin Thomas COFFEY,United States of America
Michael Laurence STAINES,United States of America
Roswitha ESSER,Federal Republic of Germany
Renate BREUER-DUKAT,Federal Republic of Germany
Manfred STELZL,Austria
Peter LUSCHAN,Austria
Corinna HALKE,Federal Republic of Germany
Eberhard RAUSCH,Federal Republic of Germany
Giovanni GRABER,Italy
Enrico GRABER,Italy
Wolfgang LANGE,Germany
Dieter KRAUSE,Germany
Franck LE NORMAND,France
Robert VIDAL,France
Jürgen SIMON,Germany
Lothar STÄBER,Germany
Rudolf KNUPPE,Netherlands
Antonius Johannes GEURTS,Netherlands
Hans WETTERSTRÖM,Sweden
Carl-Gunnar SUNDIN,Sweden
William Patrick MAHER,United States of America
John Hamann NUNN,United States of America
Anne-Louise FORDER,Canada
Richard STEPHENS,Canada
Aleksandar KERCOV,Yugoslavia
Stanisa RADMANOVIC,Yugoslavia
Maximilian RAUB,Austria
Herbert WIEDERMANN,Austria
James Joseph ROSSI,United States of America
Donald FERGUSON,United States of America
Evgeni BARBAKOV,Soviet Union
Gennadi KORSHIKOV,Soviet Union
Vitali DYRDYRA,Soviet Union
Hans GEHRIG,Canada
Harry GOETSCHI,Canada
John Michael HESSEL,United States of America
James E. MORIARTY,United States of America
Zlatko CELENT,Yugoslavia
Dusko MRDULJAS,Yugoslavia
Leo Vilhelm AHONEN,Finland
Kari Juhani HANSKA,Finland
Hartmann BOGUMIL,German Democratic Republic (Germany)
Udo SPRINGSKLEE,German Democratic Republic (Germany)
Edward FENDER,Poland
Mieczyslaw PAWELKIEWICZ,Poland
Kjell Evert LUTTEMANN,Sweden
Heino FREYBERG,Sweden
Gabriel Hector GLORIEUX,Belgium
Pierre GOSSELIN,Belgium
Jean-Pierre CORDEBOIS,France
Didier NIQUET,France
Jeremiah Thomas MCCARTHY,Great Britain
Michael Kenneth COOPER,Great Britain
Henrik Julius TALLBERG,Finland
René STADLER,Switzerland
Max FORSTER,Switzerland
Mario CAPIO,Italy
Marco SARTORI,Italy
Miloslav HOUZIM,Czechoslovakia
Rudolf PENKAVA,Czechoslovakia
Maria SZEKELI,Romania
Elena LIPALIT,Romania
Maurice GRAFFEN,France
Michel MEYER,France
Anna KARBOWIAK,Poland
Malgorzata KAWALSKA,Poland
Frank HANSEN,Norway
Svein Th. THÖGERSEN,Norway
Lawrence Alan HOUGH,United States of America
Philip Anthony JOHNSON,United States of America
Wolfgang WINKLER,Federal Republic of Germany
Fritz NACHMANN,Federal Republic of Germany
Eberhard RESCHWAMM,Germany
Dietmar GEDDE,Germany
Ian Sterry BROWNE,Australia
Darryl William PERKINS,Australia
Hellmut Wilhelm E. STAUCH,South Africa
Robin STANDING,South Africa
Karel PAAR,Czechoslovakia
Karel STARK,Czechoslovakia
Hans MAURER,Germany
Rupert GRASEGGER,Germany
Imre FARKAS,Hungary
Andras Istvan TÖRO,Hungary
Hans-Joachim LANGE,German Democratic Republic (Germany)
Herbert WEICHERT,German Democratic Republic (Germany)
Florence CAHN,France
Jean-R. RACLE,France
Rolland Leslie TASKER,Australia
Ian PALMER,Australia
Diana HINKO,Austria
Heinz DÖPFL,Austria
Bill Collins,Canada
Bertram OLDERSHAW,Canada
Alain ROY,France
Serge HISSUNG,France
Ivan KUCIREK,Czechoslovakia
Vladimir POPELKA,Czechoslovakia
Jiri KODES,Czechoslovakia
Vaclav VOKAL,Czechoslovakia
deForest Trimingham,Bermuda
Richard H. DIVALL,Bermuda
Richard John BENNET,West Indies Federation
Gerald BIRD,West Indies Federation
Vladas Česiūnas,Soviet Union
Leendert Frans VAN DIS,Netherlands
Henricus Antonius DROOG,Netherlands
Ennio FERMO,Italy
Marino SPECIA,Italy
Peder Jr. LUNDE,Norway
Bjorn BERGVALL,Norway
Imre HOLENYI,Hungary
Albin MOLNAR,Hungary
Carlos BRANIFF,Mexico
"Andrés Gerard, Sr.",Mexico
Walter EGGERT,Germany
Helmut VOLLPRECHT,Germany
Peter Johannes BAKKER,Netherlands
Jacobus Willem (Ko) RENTMEESTER,Netherlands
Lyudmila KHVEDOSYUK-PINAEVA,Soviet Union
Antonina SEREDINA,Soviet Union
Sperry Joanna Jones RADEMAKER,United States of America
Marcia Ingram JONES-SMOKE,United States of America
David John Oliver FORBES,Australia
Richard Fernand WILLIAMSON,Australia
Gregory SMITH,Canada
John WOOD,Canada
Carlo MASSONE,Italy
Emanuele OTTONELLO,Italy
Erik KALUGIN,Soviet Union
Ibragim KHASANOV,Soviet Union
Roland SURRUGUE,France
Michel SCOB,France
Nataliya Horodilova,Soviet Union
Hanna Karnaushenko,Soviet Union
James David LEE-NICHOLSON,Great Britain
Stewart FARQUHARSON,Great Britain
Sune CARLSSON,Sweden
Per-Olof KARLSSON,Sweden
Joyce Pamela COATES,Great Britain
Anthony Frederick HOLLES,Great Britain
Gilberto GERHARDT,Brazil
Sergio BRASILSZTANCSA,Brazil
Jack Ernest HARTMAN,United States of America
David Lee SHARP,United States of America
Pierre SIEGENTHALER,Switzerland
Michel S.R. BUZZI,Switzerland
Georges DRANSART,France
Marcel RENAUD,France
Willi MEHLBERG,Germany
Werner ULRICH,Germany
Frantisek RIHA,Czechoslovakia
Frantisek VRSOVSKY,Czechoslovakia
Philippe CHANCEREL,France
Michel PARENT,France
Eugene Henry PENNELL,Canada
George Robert PARSONS,Canada
Boris SAID,United States of America
Thomas M. BECKER,United States of America
Georg HEIBL,Federal Republic of Germany
Fritz OHLWÄRTER,Federal Republic of Germany
Marie (Mieke) JAAPIES,Netherlands
Maria VAN DER HOLST,Netherlands
Yuri SVETIKOV,Soviet Union
Sergey Osipov,Soviet Union
Stuart JARDINE,Great Britain
James Pickering RAMUS,Great Britain
Cynthia Diane KAUFFMAN,United States of America
Ronald Lee KAUFFMAN,United States of America
Nikola CUPIN,Yugoslavia
Antun IVANKOVIC,Yugoslavia
Aksel Ingvar Svane DUUN,Denmark
Finn HAUNSTOFT,Denmark
Keith SCHELLENBERG,Great Britain
John RAINFORTH,Great Britain
Edith ECKBAUER-BAUMANN,Federal Republic of Germany
Thea EINÖDER-STRAUBE,Federal Republic of Germany
Asle STRAND,Norway
Helge SVENSEN,Norway
Krzysztof SZYMCZAK,Poland
Zbigniew KANIA,Poland
Edwin BERNET,Switzerland
Rolf AMREIN,Switzerland
Herbert GRUBER,Austria
Josef OBERHAUSER,Austria
Kalman TOLNAI,Hungary
Laszlo FARKAS,Hungary
Sven-Olov SJÖDELIUS,Sweden
Gunnar UTTERBERG,Sweden
André ROBIN,France
Lucien GROSSO,France
Lyudmila BELOUSOVA,Soviet Union
Oleg PROTOPOPOV,Soviet Union
Else-Marie LINDMARK-LJUNGLOF,Sweden
Eva SISTH,Sweden
Wolfgang Edgard RICHTER,Brazil
Roberto FERREIRA DA ROSA,Brazil
Alexe DUMITRU,Romania
Simion ISMAILCIUC,Romania
Guillermo CALEGARIS,Argentina
Luis Hector SCHENONE,Argentina
Nina GRUZINTSEVA,Soviet Union
Hans-Otto SCHUMACHER,Federal Republic of Germany
Wilhelm Bernd BAUES,Federal Republic of Germany
Peer Norrbohm NIELSEN,Denmark
John Rungsted SÖRENSEN,Denmark
Igor LIPALIT,Romania
Nancy LUDINGTON,United States of America
Ronald LUDINGTON,United States of America
Andre GRUCHET,France
Herbert HUTTNER,German Democratic Republic (Germany)
Olle AXELSSON,Sweden
Tryggve SUNDSTRÖM,Sweden
Rudy Thompson,US Virgin Islands
John HAMBER,US Virgin Islands
Daniel CAMEJO OCTAVIO,Venezuela
Juan FELD SZANTO,Venezuela
Steven Joseph BLAISSE,Netherlands
Ernest Willem VEENEMANS,Netherlands
Jochen NEULING,Germany
Heinz WEIGEL,Germany
Tullio PIZZORNO,Italy
Fabienne Etlensperger,France
Bertrand CROSET,France
Henri SIRVAIN,France
Daniela WALKOWIAK-PILECKA,Poland
Janina MENDALSKA,Poland
Konstantinos LIMBERAKIS,Greece
Stylianos KYRIAKIDIS,Greece
Paul LAMEY,United States of America
Ullrich LIBOR,Federal Republic of Germany
Peter NAUMANN,Federal Republic of Germany
Larion SERHEI,Romania
Policarp MALIHIN,Romania
Brian LOVE,Canada
Michael NEARY,Canada
Roberto Jose BORDEU,Argentina
Hernan AGOTE,Argentina
Frances DAFOE,Canada
Norris BOWDEN,Canada
Pelle PETTERSON,Sweden
Stellan WESTERDAHL,Sweden
Boris BUDNIKOV,Soviet Union
Roman KOWALEWSKI,Poland
Kazimierz LEWANDOWSKI,Poland
Michael REIMANN,Federal Republic of Germany
Olaf FRICKE,Federal Republic of Germany
Tamas WICHMANN,Hungary
Gyula PETRIKOVICS,Hungary
Bruce Robert W. KIRBY,Canada
Oswald BLOUIN,Canada
Ovidio Manuel LAGOS,Argentina
Jorge Diego BROWN,Argentina
Tommy Shardelow,South Africa
Raymond Leonard ROBINSON,South Africa
Robert Olen BERKLEY,United States of America
Richard Price CAVANAUGH,United States of America
Roberto Guillermo SIEBURGER,Argentina
Arnoldo PEKELHARING,Argentina
Niels Christian FREDBORG,Denmark
Per Sarto JORGENSEN,Denmark
Erwin THALER,Austria
Josef NAIRZ,Austria
Mykolas Rudzinskas,Soviet Union
Ivan GOLOVACHEV,Soviet Union
Theodore Strathy FROST,United States of America
Robert Peck ROGERS,United States of America
Sabine JAHN,German Democratic Republic (Germany)
Petra BOESLER,German Democratic Republic (Germany)
Jose A. RODRIGUEZ REYES,Puerto Rico
Juan Rafael TORRUELLA DEL VALLE,Puerto Rico
Jurgen HARPKE,German Democratic Republic (Germany)
Helmut WAGNER,German Democratic Republic (Germany)
Sergio ZARDINI,Italy
Romano BONAGURA,Italy
Miroslav Jemelka,Czechoslovakia
Rudolf KLABOUCH,Czechoslovakia
Per Olav WIKEN,Norway
Juan Manuel ALONSO-ALLENDE Y ALLENDE,Spain
Gabriel LAISECA ARTECHE,Spain
Irene MÜLLER,German Democratic Republic (Germany)
Hans-Georg DALLMER,German Democratic Republic (Germany)
Hendri Jean VERBRUGGHE,Belgium
Germain VAN DE MOERE,Belgium
Bruce Bernard BANKS,Great Britain
Stanley Arthur POTTER,Great Britain
Manfred SCHMID,Austria
Arie DE GRAAF,Netherlands
Pieter Carel C. VAN DER TOUW,Netherlands
Marika KILIUS,Germany
Hans-Jürgen BÄUMLER,Germany
Walter AUSSENDORFER,Italy
Sigisfredo MAIR,Italy
Georges TURLIER,France
Michel PICARD,France
Christian BENDIXEN,Canada
Ragnar FJORAN,Canada
Jurgen BARTH,Federal Republic of Germany
Rainer MULLER,Federal Republic of Germany
Erwin HAAS,Federal Republic of Germany
Lutz ULBRICHT,Federal Republic of Germany
John COURT,Great Britain
John Stuart GOODWIN,Great Britain
Aleksandr SHAPARENKO,Soviet Union
Melchior Rudolf BÜRGIN,Switzerland
Martin Andreas STUDACH,Switzerland
Geoffrey SMITH,Australia
Roberto MIERES,Argentina
Victor Hugo FRAGOLA,Argentina
David FARFAN,Trinidad and Tobago
Enzo VICARIO,Italy
Corrado DAL FABBRO,Italy
Michael SCHEUER,Germany
Meinrad MILTENBERGER,Germany
Andreas OSTLER,Germany
Hans HOHENESTER,Germany
Reidar ALVEBERG,Norway
Arnold DYRDAHL,Norway
Andrzej ZYLA,Poland
Jan KASIELSKI,Poland
Nikolay Gorbachov,1
or K,1
asiuk,1
Eugenio MONTI,Italy
Luciano DE PAOLIS,Italy
Gordon JOHNSON,Australia
Hilton CLARKE,Australia
Oldriska PEKNA,Czechoslovakia
Zdena TICHA,Czechoslovakia
Jean-Henrik MARTELL,Sweden
Lennart BALTER,Sweden
Cheryl HOWARD,Canada
Beverley CAMERON,Canada
Robert A. LENNOX,Canada
Paul HENDERSON,Canada
Josef FEISTMANTL,Austria
Manfred STENGL,Austria
Lamberto DALLA COSTA,Italy
Giacomo CONTI,Italy
Vladimir ROMANOVSKY,Soviet Union
Serhiy Nahorniy,Soviet Union
Clayton Russell NICHOLS,United States of America
John Richard EVANS,United States of America
John HAMMOND,Great Britain
Bill Sweet,Great Britain
Geoffrey Audrew SMALE,Sweden
Ralph Hamilton ROBERTS,Sweden
Gijsbertus VERHAGEN,Netherlands
Nicolaas Pieter DE JONG,Netherlands
Miguel SEIJAS,Uruguay
Juan A. RODRIGUEZ,Uruguay
Nevio DE ZORDO,Italy
Ezio FIORI,Italy
Theodor (Theo) NÜSING,Federal Republic of Germany
Hans-Jacob HITZ,Federal Republic of Germany
Gabriel JANOUSEK,Czechoslovakia
Milan HORYNA,Czechoslovakia
Tatyana ZHUK,Soviet Union
Aleksandr GORELIK,Soviet Union
Mircea ANASTASESCU,Romania
Stavru TEODOROV,Romania
"Ken Klein, Sr.",US Virgin Islands
Peter JACKSON,US Virgin Islands
Lorenzo CANTARELLO,Italy
Antonio RUCCO,Italy
Cornelis KURPERSHOEK,Netherlands
Eric V. WENNERBERG,Sweden
Hans Robert BRYNER,Switzerland
Urs-Ulrich BUCHER,Switzerland
Cesare BELTRAMI,Italy
Cesare ZILIOLI,Italy
Borislav BORISOV,Bulgaria
Izabella ANTONOWICZ,Poland
Jadwiga DOERING,Poland
Victor EMERY,Canada
Peter KIRBY,Canada
Anni Marie Verner HANSEN,Denmark
Birgit JENSEN,Denmark
Wolfgang ZIMMERER,Federal Republic of Germany
Manfred SCHUMANN,Federal Republic of Germany
Csaba GICZI,Hungary
Istvan TIMAR,Hungary
Alan David BUTLER,Rhodesia
Christopher BEVAN,Rhodesia
Godfrey LIGHTBOURNE,Bahamas
Sigmund PRITCHARD,Bahamas
Glenn Seward II FOSTER,United States of America
Peter Sweetser DEAN,United States of America
Max Bruno ALWIN,Netherlands
Peter Frits BOTS,Netherlands
Boris VASILYEV,Soviet Union
Vladimir LEONOV,Soviet Union
Rikio SATO,Japan
Kimihiro SHINADA,Japan
Egil Wike SÖBY,Norway
Jan JOHANSEN,Norway
Liana DRAHOVA,Czechoslovakia
Peter BARTOSEVICZ,Czechoslovakia
Robert HUSCHER,United States of America
David Sidney MILLER,Canada
William WEST,Canada
Aleksy KONIECZNY,Poland
Zbigniev SKOWRONSKI,Poland
Ingun Brechan,Norway
Angelo DAMIANO,Italy
Sergio BIANCHETTO,Italy
Jose SEGUIN SANTOS,Spain
Fritz LÜDI,Switzerland
Thomas HAGEN,Switzerland
Walter GORINI,Italy
Luigi BORGHETTI,Italy
Anita KOBUSS,German Democratic Republic (Germany)
Karin HAFTENBERGER,German Democratic Republic (Germany)
Carl Edgar RYVES,Australia
James Fred Robert SARGEANT,Australia
Vaclav KOZAK,Czechoslovakia
Pavel SCHMIDT,Czechoslovakia
Niels Henry SECHER,Denmark
Jørgen Engelbrecht,Denmark
Franco CAVALLO,Italy
Camillo GARGANO,Italy
Dandara AN,Cambodia
Tal KIM,Cambodia
Anne DODGE,Canada
Peter VANROYE,Federal Republic of Germany
Thomas STRAUSS,Federal Republic of Germany
Jan FRACZEK,Poland
Ryszard SERUGA,Poland
Hans-Viggo Frederik KNUDSEN,Denmark
Erik Rosendahl HANSEN,Denmark
Gerald DELACROIX,France
Jean François MILLOT,France
Susumu ESASHIKA,Japan
Kazumi ABE,Japan
Michael DE CARVALHO,Great Britain
Andras BARANYECS,Hungary
Tibor LENDVAI,Hungary
Romeo NEDELCU,Romania
Gheorghe MAFTEI,Romania
Leonid GEISHTOR,Soviet Union
Sergei MAKARENKO,Soviet Union
John Allen SULLY,South Africa
Alfred Lewis EVANS,South Africa
Janos URANYI,Hungary
Laszlo FABIAN,Hungary
Giorgio ALVERA,Italy
Franco PERRUQUET,Italy
Petrana KOLEVA,Bulgaria
Aleksandr TIMOSHININ,Soviet Union
Gabriella COTTA RAMUSINO,Italy
Luciana GUINDANI,Italy
Arthur W. TYLER,United States of America
Edgar Duff SEYMOUR,United States of America
Jacques Henri Marie MAILLET,France
Achille GIOVANNONI,France
Miklos DARVAS,Hungary
Peter POVAZSAI,Hungary
Alfonso SERRANO,Mexico
Sergio GONZALEZ KARG,Mexico
Mario BUCKUP,Brazil
Horst URBAN,Czechoslovakia
Roland URBAN,Czechoslovakia
Brigitte WOCKOECK,Germany
Heinz-Ulrich WALTHER,Germany
Heinrich ENE,Romania
Margarit BLAGESCU,Romania
Adelheid (Heide) WALLBAUM,Federal Republic of Germany
Romy KERMER,German Democratic Republic (Germany)
Rolf ÖSTERREICH,German Democratic Republic (Germany)
Giorgio ROSSI,Italy
Dino VERZINI,Italy
Josef STRAKA JR.,Czechoslovakia
Vladek LACINA,Czechoslovakia
Eng-Soei LIE,Indonesia
Leopold KALESARAN,Indonesia
James Thomas FIFER,United States of America
Duvall Young HECHT,United States of America
Lionel Cox,Australia
Russell MOCKRIDGE,Australia
Monique MATHYS,Switzerland
Yves AELLIG,Switzerland
Aleksandr BERKUTOV,Soviet Union
Yuri TYUKALOV,Soviet Union
Harry Robert SINDLE,United States of America
Robert Morford WOOD,United States of America
Barbara WAGNER,Canada
Robert PAUL,Canada
Mark AGAR,Great Britain
Vladimir SEMENETS,Soviet Union
Ihor Tselovalnykov,Soviet Union
Miroslaw WIECKOWSKI,Poland
Wojciech KUBIK,Poland
Fred RUSSLI,Switzerland
Werner ZWIMPFER,Switzerland
Christian MAES,Belgium
Joel ROLAND,Belgium
Peter Fich CHRISTIANSEN,Denmark
Hans Jorgen BOYE,Denmark
Pavel KHARIN,Soviet Union
Gratsian BOTEV,Soviet Union
Heimo MULLNERITSCH,Austria
Helmar STEINDL,Austria
Robert STOREY,Canada
Michael HARTLEY,Canada
Apolinaras GRIGAS,Soviet Union
Vladimir RIKKANEN,Soviet Union
Helmuth LEBERT,Germany
Josef STEFFES-MIES,Germany
Hilde LAUER,Romania
Cornelia SIDERI,Romania
Eva KUTOVA,Czechoslovakia
Eva KOLINSKA,Czechoslovakia
Tage Henning GRONDAHL,Denmark
Elo TOSTENAES,Denmark
Bohunka SRAMKOVA,Czechoslovakia
Jan SRAMEK,Czechoslovakia
Willy FUGGERER,Germany
Klaus KOBUSCH,Germany
Jiri PAULAT,Czechoslovakia
Vaclav SUVA,Czechoslovakia
Wei-Chin SHIEH,Chinese Taipei
Liu-Chong HUANG,Chinese Taipei
Imant BODNIEKS,Soviet Union
Agnesa VLACHOVSKA,Czechoslovakia
Marinus Cornelis PAUL,Netherlands
Melis GERRITSEN,Netherlands
Lucjan KUDZIA,Poland
Ryszard GAWIOR,Poland
Peter UTZSCHNEIDER,Federal Republic of Germany
Werner DELLE KARTH,Austria
Jean WICKI,Switzerland
Hans CANDRIAN,Switzerland
Ole Erik Gunnar PETERSEN,Germany
Renzo ALVERA,Italy
David MCCOMB,Canada
Michael SHRAGGE,Canada
Annemarie ZIMMERMANN,Germany
Hector Julio TOMASI,Argentina
Jurado Fernando RODRIGUEZ,Argentina
Brian Milton BULLIVANT,Great Britain
Raymond Charles BLICK,Great Britain
Stefan CIAPALA,Poland
Alexander HABELA,Poland
James Jeremiah HIGGINS,United States of America
Ronnie WALTERS,United States of America
Lawrence K. MCKILLIP,United States of America
James Ernest LAMY,United States of America
Max ANGST,Switzerland
Harry WARBURTON,Switzerland
Christopher DAVIES,Great Britain
Andrzej BEK,Poland
Benedykt KOCOT,Poland
Georgios ANDREADIS,Greece
Stavros PSARRAKIS,Greece
Erdogan ARSAL,Turkey
Metin AKDURAK,Turkey
Herbert KIESEL,Switzerland
Oskar LORY,Switzerland
Mariya SHUBINA,Soviet Union
Karoly WIELAND,Hungary
Ferenc MOHACSI,Hungary
Spyros Bonas,Greece
Stelios Bonas,Greece
Haralambie IVANOV,Romania
Nicolae Vasile NICOARA,Romania
Jean-Claude CORNU,France
Daniel GOUFFIER,France
Percival Andrew KNOWLES,Bahamas
Zbigniew GAWIOR,Poland
Franklyn Keith MUSTO,Great Britain
Anthony William Crawfort MORGAN,Great Britain
Michael John HART,Great Britain
Mario Gentil QUINA,Portugal
Jose Manuel Gentil QUINA,Portugal
Franz KAPUS,Switzerland
Heinrich ANGST,Switzerland
Hans RÖSCH,Germany
Lorenz NIEBERL,Germany
Hannu KOJO,Finland
Kari Seppo Juhani MARKKANEN,Finland
Geoffrey COOKE,Great Britain
David ROWE,Great Britain
Linda WARD,Canada
Neil B. CARPENTER,Canada
Christian VINGE,Sweden
Bengt WALLER,Sweden
Jerzy GORSKI,Poland
Stefan KAPLANIAK,Poland
Moritz HEIDEGGER,Liechtenstein
Weltin WOLFINGER,Liechtenstein
Siegfried BRIETZKE,German Democratic Republic (Germany)
Wolfgang MAGER,German Democratic Republic (Germany)
Harri Edmundo KLEIN,Brazil
Edgard GIJSEN,Brazil
Hans-Jurgen COCHIUS,German Democratic Republic (Germany)
Werner CHRISTOPH,German Democratic Republic (Germany)
Georges TRESSALET,France
Ion PERVILHAC,France
Richard Irving STEARNS,United States of America
Lynn Alfred III WILLIAMS,United States of America
Hans ZOLLER,Switzerland
Robert ZIMMERMANN,Switzerland
André DONNET,France
Serge GIACCHINI,France
Roger Arthur NINHAM,Australia
Robert Alan SHIRLAW,Australia
Gerda JOHNER,Switzerland
Rüdi JOHNER,Switzerland
Carl AUTERIED,Austria
Harald FEREBERGER,Austria
Michael GARDEBÄCK,Sweden
Nils VINBERG,Sweden
Jörg LUCKE,German Democratic Republic (Germany)
Heinz-Jürgen BOTHE,German Democratic Republic (Germany)
Gunther KARL,Federal Republic of Germany
Franz HELD,Federal Republic of Germany
Gerhard SEIBOLD,Austria
Günther PFAFF,Austria
Pal GOMORI,Hungary
Szabolcs Izsák,Hungary
Yasutoshi TAGAMI,Japan
Kendjiro MATSUDA,Japan
Andrei KHIMICH,Soviet Union
Stepan OSHCHEPKOV,Soviet Union
Burkhard CORDES,Brazil
Paulus Joan HOEKSTRA,Netherlands
Eugenio BATURONE RIBAS,Spain
Maximiliano Jones,Spain
Gordon George JEFFERY,Australia
Adrian Frank POWELL,Australia
Milada KUBIKOVA,Czechoslovakia
Jaroslav VOTRUBA,Czechoslovakia
Gerard HIGNY,Belgium
Jean-Marie LEMAIRE,Belgium
Constantin DRAGOMIR,Romania
Andreas MOLDOVEANU,Romania
Zoltan BAKO,Hungary
Walter HOFMANN,German Democratic Republic (Germany)
Rolf-Dieter AMEND,German Democratic Republic (Germany)
Aleksandr SHELKOVNIKOV,Soviet Union
Viktor PILCHIN,Soviet Union
Josiane RABILLER,France
Françoise WITTINGTON,France
John BLOCKEY,Great Britain
Roy Edward Michael FREEMAN,Great Britain
Antal HAJBA,Hungary
Arpad SOLTESZ,Hungary
"Birabongse, Prince Bhanubandh",Thailand
Boonpuen CHOMVITH,Thailand
Jasper Roy BLACKALL,Great Britain
Terence James George SMITH,Great Britain
Max BECK,Liechtenstein
Linda BERNARD,Great Britain
Raymond WILSON,Great Britain
Marcel BUFFET,France
Alain François LEHOERFF,France
Judianne FOTHERINGILL,United States of America
Jerry Joseph FOTHERINGILL,United States of America
Francesco SIBELLO,Italy
Giampiero DOTTI,Italy
Roland KAPF,Federal Republic of Germany
Klaus LEWANDOWSKY,Federal Republic of Germany
Petr MOKRY,Czechoslovakia
Karel SCHEDER,Czechoslovakia
Ilse KASCHUBE,German Democratic Republic (Germany)
Petra GRABOWSKY,German Democratic Republic (Germany)
Erich MORITZ,Austria
Satoru ARAI,Japan
Masatoshi KOBAYASHI,Japan
Michel DE MEULEMEESTER,Belgium
Gert FREDRIKSSON,Sweden
Maria KAZANECKA,Poland
Katarzyna KULCZAK,Poland
Dirk WEISE,German Democratic Republic (Germany)
Dieter LICHTENBERG,German Democratic Republic (Germany)
Jürgen KRETSCHMER,German Democratic Republic (Germany)
Klaus TRUMMER,German Democratic Republic (Germany)
