discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_country_id,athlete_id
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,46.0,778
Cross Country Skiing,sochi-2014,Skiathlon 15km  15km men,Men,BRONZE,Athlete,18.0,791
Cross Country Skiing,pyeongchang-2018,Men�s Team Sprint Free,Men,GOLD,GameTeam,18.0,791
Cross Country Skiing,pyeongchang-2018,Men�s 15km+15km Skiathlon,Men,SILVER,Athlete,18.0,791
Tennis,sydney-2000,doubles women,Women,GOLD,GameTeam,71.0,795
Tennis,beijing-2008,doubles women,Women,GOLD,GameTeam,71.0,795
Tennis,london-2012,doubles women,Women,GOLD,GameTeam,71.0,795
Tennis,london-2012,Singles women,Women,GOLD,Athlete,71.0,795
Tennis,sydney-2000,Singles women,Women,GOLD,Athlete,71.0,796
Tennis,sydney-2000,doubles women,Women,GOLD,GameTeam,71.0,796
Tennis,beijing-2008,doubles women,Women,GOLD,GameTeam,71.0,796
Tennis,london-2012,doubles women,Women,GOLD,GameTeam,71.0,796
Tennis,rio-2016,mixed doubles mixed,Mixed,SILVER,GameTeam,71.0,796
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,19.0,799
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,19.0,800
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,BRONZE,GameTeam,94.0,802
Diving,london-2012,10m platform men,Men,BRONZE,Athlete,131.0,811
Diving,rio-2016,synchronized diving 10m platform men,Men,BRONZE,GameTeam,131.0,811
Diving,tokyo-2020,Men's 10m Platform,Men,BRONZE,Athlete,131.0,811
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,131.0,811
Diving,athens-2004,synchronized diving 10m platform men,Men,SILVER,GameTeam,131.0,812
Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,90.0,813
Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,90.0,814
Rowing,london-2012,lightweight double sculls 2x women,Women,SILVER,GameTeam,19.0,824
Rowing,rio-2016,lightweight double sculls 2x women,Women,BRONZE,GameTeam,19.0,824
Rowing,rio-2016,lightweight double sculls 2x women,Women,BRONZE,GameTeam,19.0,825
Sailing,rio-2016,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,84.0,826
Sailing,rio-2016,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,84.0,827
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,29.0,844
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,29.0,845
Cross Country Skiing,sochi-2014,Team sprint men,Men,GOLD,GameTeam,110.0,854
Cross Country Skiing,pyeongchang-2018,Men�s 50km Mass Start Classic,Men,GOLD,Athlete,110.0,854
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,GOLD,Athlete,110.0,854
Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,BRONZE,Athlete,110.0,854
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,SILVER,GameTeam,110.0,854
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,SILVER,GameTeam,110.0,855
Shooting,rio-2016,10m Air Pistol women,Women,SILVER,Athlete,92.0,858
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,92.0,858
Shooting,tokyo-2020,25m Pistol Women,Women,GOLD,Athlete,92.0,858
Shooting,tokyo-2020,10m Air Pistol women,Women,GOLD,Athlete,92.0,858
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,92.0,859
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,SILVER,Athlete,9.0,868
Diving,rio-2016,3m springboard women,Women,BRONZE,Athlete,90.0,874
Diving,rio-2016,synchronized diving 3m springboard women,Women,SILVER,GameTeam,90.0,874
Diving,rio-2016,synchronized diving 3m springboard women,Women,SILVER,GameTeam,90.0,875
Tennis,tokyo-2020,Men's Doubles,Men,SILVER,GameTeam,129.0,876
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,19.0,878
Shooting,tokyo-2020,10m Air Rifle women,Women,GOLD,Athlete,19.0,878
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,19.0,879
Shooting,tokyo-2020,10m Air Rifle Men,Men,BRONZE,Athlete,19.0,879
Tennis,tokyo-2020,Women's Doubles,Women,BRONZE,GameTeam,56.0,880
Rowing,rio-2016,pair without coxswain 2 men,Men,SILVER,GameTeam,96.0,888
Rowing,rio-2016,pair without coxswain 2 men,Men,SILVER,GameTeam,96.0,889
Badminton,tokyo-2020,Women's Doubles,Women,SILVER,GameTeam,19.0,894
Badminton,tokyo-2020,Women's Doubles,Women,SILVER,GameTeam,19.0,895
Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,SILVER,GameTeam,29.0,900
Badminton,rio-2016,doubles men,Men,SILVER,GameTeam,33.0,901
Badminton,rio-2016,doubles men,Men,SILVER,GameTeam,33.0,902
Luge,sochi-2014,Doubles mixed,Open,GOLD,GameTeam,29.0,907
Luge,pyeongchang-2018,Doubles,Open,GOLD,GameTeam,29.0,907
Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,29.0,907
Luge,sochi-2014,Doubles mixed,Open,GOLD,GameTeam,29.0,908
Luge,pyeongchang-2018,Doubles,Open,GOLD,GameTeam,29.0,908
Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,29.0,908
Tennis,rio-2016,doubles men,Men,SILVER,GameTeam,91.0,918
Figure skating,sochi-2014,Pairs mixed,Mixed,SILVER,GameTeam,27.0,919
Figure skating,sochi-2014,Pairs mixed,Mixed,SILVER,GameTeam,27.0,920
Rowing,rio-2016,double sculls 2x men,Men,GOLD,GameTeam,129.0,927
Rowing,tokyo-2020,Men's Pair,Men,GOLD,GameTeam,129.0,927
Rowing,rio-2016,double sculls 2x men,Men,GOLD,GameTeam,129.0,928
Rowing,tokyo-2020,Men's Pair,Men,GOLD,GameTeam,129.0,928
Canoe Sprint,london-2012,K1 1000m kayak single men,Men,BRONZE,Athlete,29.0,937
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,29.0,937
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,29.0,938
Rowing,tokyo-2020,Men's Pair,Men,BRONZE,GameTeam,118.0,941
Rowing,tokyo-2020,Men's Pair,Men,BRONZE,GameTeam,118.0,942
Rowing,tokyo-2020,Women's Pair,Women,SILVER,GameTeam,92.0,943
Rowing,tokyo-2020,Women's Pair,Women,SILVER,GameTeam,92.0,944
Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,SILVER,GameTeam,29.0,945
Beach Volleyball,london-2012,Beach volleyball women,Women,BRONZE,GameTeam,56.0,947
Badminton,atlanta-1996,Doubles mixed,Mixed,BRONZE,GameTeam,19.0,955
Athletics,athens-2004,100m women,Women,SILVER,Athlete,71.0,964
Bobsleigh,sochi-2014,two-woman women,Women,SILVER,GameTeam,71.0,964
Figure skating,vancouver-2010,Pairs mixed,Mixed,BRONZE,GameTeam,29.0,975
Figure skating,sochi-2014,Pairs mixed,Mixed,BRONZE,GameTeam,29.0,975
Figure skating,pyeongchang-2018,Pair Skating,Mixed,GOLD,GameTeam,29.0,975
Figure skating,vancouver-2010,Pairs mixed,Mixed,BRONZE,GameTeam,29.0,976
Figure skating,sochi-2014,Pairs mixed,Mixed,BRONZE,GameTeam,29.0,976
Tennis,rio-2016,mixed doubles mixed,Mixed,SILVER,GameTeam,71.0,992
Sailing,london-2012,470 - Two Person Dinghy women,Women,GOLD,GameTeam,51.0,1014
Sailing,rio-2016,470 - Two Person Dinghy women,Women,SILVER,GameTeam,51.0,1014
Sailing,london-2012,470 - Two Person Dinghy women,Women,GOLD,GameTeam,51.0,1015
Sailing,rio-2016,470 - Two Person Dinghy women,Women,SILVER,GameTeam,51.0,1015
Bobsleigh,turin-2006,two-woman women,Women,GOLD,GameTeam,29.0,1022
Sailing,tokyo-2020,49er FX Women,Women,BRONZE,GameTeam,61.0,1030
Sailing,tokyo-2020,49er FX Women,Women,BRONZE,GameTeam,61.0,1031
Beach Volleyball,rio-2016,Beach volleyball women,Women,SILVER,GameTeam,56.0,1043
Cross Country Skiing,sochi-2014,sprint 15km women,Women,SILVER,Athlete,18.0,1047
Cross Country Skiing,sochi-2014,Team sprint women,Women,GOLD,GameTeam,18.0,1047
Sailing,rio-2016,49er FX Women women,Women,BRONZE,GameTeam,118.0,1050
Sailing,rio-2016,49er FX Women women,Women,BRONZE,GameTeam,118.0,1051
Bobsleigh,vancouver-2010,two-woman women,Women,GOLD,GameTeam,71.0,1056
Bobsleigh,sochi-2014,two-woman women,Women,GOLD,GameTeam,71.0,1056
Bobsleigh,pyeongchang-2018,Women�s Bobsleigh,Women,BRONZE,GameTeam,71.0,1056
Bobsleigh,beijing-2022,Women's Monobob,Women,GOLD,Athlete,71.0,1056
Tennis,rio-2016,Singles women,Women,SILVER,Athlete,29.0,1071
Sailing,rio-2016,49er - Skiff men,Men,BRONZE,GameTeam,29.0,1091
Sailing,tokyo-2020,49er Men,Men,BRONZE,GameTeam,29.0,1091
Sailing,rio-2016,49er - Skiff men,Men,BRONZE,GameTeam,29.0,1092
Sailing,tokyo-2020,49er Men,Men,BRONZE,GameTeam,29.0,1092
Tennis,tokyo-2020,Men's Doubles,Men,SILVER,GameTeam,129.0,1098
Luge,pyeongchang-2018,Doubles,Open,SILVER,GameTeam,94.0,1117
Luge,pyeongchang-2018,Doubles,Open,SILVER,GameTeam,94.0,1118
Beach Volleyball,beijing-2008,Beach volleyball men,Men,GOLD,GameTeam,71.0,1120
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,BRONZE,GameTeam,54.0,1121
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,BRONZE,GameTeam,54.0,1122
Tennis,tokyo-2020,Women's Singles,Women,SILVER,Athlete,50.0,1133
Canoe Slalom,beijing-2008,C1 canoe single men,Men,SILVER,Athlete,131.0,1140
Canoe Slalom,london-2012,C2 canoe double men,Men,SILVER,GameTeam,131.0,1140
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,SILVER,GameTeam,131.0,1140
Canoe Slalom,london-2012,C2 canoe double men,Men,SILVER,GameTeam,131.0,1141
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,SILVER,GameTeam,131.0,1141
Shooting,tokyo-2020,10m Air Rifle Men,Men,GOLD,Athlete,71.0,1149
Rowing,tokyo-2020,Men's Double Sculls,Men,GOLD,GameTeam,54.0,1152
Rowing,tokyo-2020,Men's Double Sculls,Men,GOLD,GameTeam,54.0,1153
Tennis,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,7.0,1155
Badminton,rio-2016,doubles women,Women,SILVER,GameTeam,118.0,1166
Sailing,beijing-2008,470 - Two Person Dinghy women,Women,BRONZE,GameTeam,56.0,1175
Tennis,rio-2016,doubles women,Women,GOLD,GameTeam,27.0,1177
Figure skating,pyeongchang-2018,Ice Dance,Mixed,SILVER,GameTeam,54.0,1193
Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,54.0,1193
Figure skating,pyeongchang-2018,Ice Dance,Mixed,SILVER,GameTeam,54.0,1194
Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,54.0,1194
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,71.0,1195
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,71.0,1196
Bobsleigh,beijing-2022,Women's Monobob,Women,BRONZE,Athlete,81.0,1209
Rowing,rio-2016,pair without coxswain 2 women,Women,SILVER,GameTeam,51.0,1213
Rowing,london-2012,pair without coxswain 2 women,Women,BRONZE,GameTeam,51.0,1214
Rowing,rio-2016,pair without coxswain 2 women,Women,SILVER,GameTeam,51.0,1214
Tennis,rio-2016,doubles women,Women,BRONZE,GameTeam,50.0,1215
Tennis,rio-2016,doubles women,Women,BRONZE,GameTeam,50.0,1216
Bobsleigh,pyeongchang-2018,Two-man,Men,GOLD,GameTeam,29.0,1217
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,29.0,1217
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,71.0,1219
Diving,rio-2016,synchronized diving 3m springboard men,Men,SILVER,GameTeam,71.0,1220
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,71.0,1220
Curling,pyeongchang-2018,Mixed Doubles,Mixed,BRONZE,GameTeam,18.0,1227
Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,18.0,1227
Curling,pyeongchang-2018,Mixed Doubles,Mixed,BRONZE,GameTeam,18.0,1228
Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,18.0,1228
Beach Volleyball,tokyo-2020,Women,Women,BRONZE,GameTeam,32.0,1233
Tennis,tokyo-2020,Men's Singles,Men,GOLD,Athlete,29.0,1243
Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,GOLD,GameTeam,90.0,1248
Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,GOLD,GameTeam,90.0,1249
Swimming,helsinki-1952,100m freestyle men,Men,SILVER,Athlete,122.0,1258
Cycling Track,tokyo-2020,Women's Madison,Women,BRONZE,GameTeam,92.0,1264
Cycling Track,tokyo-2020,Women's Madison,Women,BRONZE,GameTeam,92.0,1265
Bobsleigh,sochi-2014,two-man men,Men,BRONZE,GameTeam,87.0,1273
Shooting,tokyo-2020,10m Air Pistol Men,Men,SILVER,Athlete,37.0,1279
Beach Volleyball,rio-2016,Beach volleyball women,Women,GOLD,GameTeam,29.0,1282
Beach Volleyball,rio-2016,Beach volleyball women,Women,GOLD,GameTeam,29.0,1283
Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,BRONZE,Athlete,94.0,1289
Beach Volleyball,london-2012,Beach volleyball men,Men,BRONZE,GameTeam,87.0,1315
Sailing,london-2012,49er - Skiff men,Men,BRONZE,GameTeam,118.0,1318
Artistic Swimming,tokyo-2020,Duet,Women,GOLD,GameTeam,92.0,1328
Canoe Sprint,beijing-2008,K1 1000m kayak single men,Men,BRONZE,Athlete,7.0,1334
Canoe Sprint,beijing-2008,K1 500m kayak single men,Men,GOLD,Athlete,7.0,1334
Canoe Sprint,rio-2016,K-2 1000m (kayak double) men,Men,BRONZE,GameTeam,7.0,1334
Canoe Sprint,rio-2016,K-2 1000m (kayak double) men,Men,BRONZE,GameTeam,7.0,1335
Badminton,rio-2016,Doubles mixed,Mixed,SILVER,GameTeam,33.0,1345
Badminton,rio-2016,Doubles mixed,Mixed,SILVER,GameTeam,33.0,1346
Rowing,sydney-2000,single sculls 1x men,Men,BRONZE,Athlete,29.0,1358
Sailing,beijing-2008,Tornado - Multihull mixed,Open,GOLD,GameTeam,127.0,1366
Badminton,rio-2016,doubles women,Women,GOLD,GameTeam,122.0,1368
Badminton,rio-2016,doubles women,Women,GOLD,GameTeam,122.0,1369
Shooting,tokyo-2020,10m Air Rifle Men,Men,SILVER,Athlete,19.0,1371
Diving,beijing-2008,synchronized diving 10m platform men,Men,SILVER,GameTeam,29.0,1377
Diving,rio-2016,3m springboard men,Men,BRONZE,Athlete,29.0,1377
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,29.0,1377
Rowing,london-2012,lightweight double sculls 2x women,Women,GOLD,GameTeam,131.0,1398
Diving,london-2012,synchronized diving 10m platform men,Men,SILVER,GameTeam,85.0,1399
Diving,london-2012,synchronized diving 10m platform men,Men,SILVER,GameTeam,85.0,1400
Diving,rio-2016,10m platform men,Men,SILVER,Athlete,85.0,1400
Badminton,rio-2016,Doubles mixed,Mixed,GOLD,GameTeam,2.0,1415
Badminton,beijing-2008,Doubles mixed,Mixed,SILVER,GameTeam,2.0,1416
Badminton,rio-2016,Doubles mixed,Mixed,GOLD,GameTeam,2.0,1416
Badminton,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,19.0,1422
Badminton,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,19.0,1423
Cycling Track,rio-2016,Team sprint women,Women,SILVER,GameTeam,27.0,1425
Cycling Track,tokyo-2020,Women's Team Sprint,Women,BRONZE,GameTeam,27.0,1425
Cycling Track,rio-2016,Team sprint women,Women,SILVER,GameTeam,27.0,1426
Cycling Track,tokyo-2020,Women's Team Sprint,Women,BRONZE,GameTeam,27.0,1426
Rowing,rio-2016,lightweight double sculls 2x women,Women,SILVER,GameTeam,81.0,1427
Rowing,rio-2016,lightweight double sculls 2x women,Women,SILVER,GameTeam,81.0,1428
Snowboard,pyeongchang-2018,Ladies� Snowboard Cross,Women,SILVER,Athlete,54.0,1434
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,BRONZE,GameTeam,81.0,1435
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,SILVER,Athlete,81.0,1435
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,BRONZE,GameTeam,81.0,1436
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,88.0,1437
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,88.0,1438
Rowing,rio-2016,pair without coxswain 2 women,Women,BRONZE,GameTeam,118.0,1441
Rowing,london-2012,single sculls 1x women,Women,SILVER,Athlete,118.0,1442
Cross Country Skiing,sochi-2014,50km men,Men,SILVER,Athlete,27.0,1455
Cross Country Skiing,sochi-2014,Team sprint men,Men,SILVER,GameTeam,27.0,1455
Cross Country Skiing,vancouver-2010,Sprint 15km men,Men,GOLD,Athlete,27.0,1456
Cross Country Skiing,sochi-2014,Team sprint men,Men,SILVER,GameTeam,27.0,1456
Cross Country Skiing,vancouver-2010,Team sprint men,Men,SILVER,GameTeam,29.0,1458
Canoe Sprint,london-2012,C1 1000m canoe single men,Men,GOLD,Athlete,29.0,1466
Canoe Sprint,rio-2016,C-1 1000m (canoe single) men,Men,GOLD,Athlete,29.0,1466
Canoe Sprint,rio-2016,C-2 1000m (canoe double) men,Men,GOLD,GameTeam,29.0,1466
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,29.0,1466
Canoe Sprint,rio-2016,C-2 1000m (canoe double) men,Men,GOLD,GameTeam,29.0,1467
Sailing,london-2012,470 - Two Person Dinghy men,Men,SILVER,GameTeam,131.0,1482
Sailing,tokyo-2020,49er Men,Men,GOLD,GameTeam,131.0,1482
Sailing,tokyo-2020,49er Men,Men,GOLD,GameTeam,131.0,1483
Diving,london-2012,synchronized diving 10m platform women,Women,BRONZE,GameTeam,81.0,1492
Diving,rio-2016,10m platform women,Women,BRONZE,Athlete,81.0,1492
Diving,rio-2016,synchronized diving 10m platform women,Women,BRONZE,GameTeam,81.0,1492
Synchronized Swimming,rio-2016,duet women,Women,BRONZE,GameTeam,122.0,1494
Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,BRONZE,GameTeam,90.0,1497
Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,BRONZE,GameTeam,90.0,1498
Cross Country Skiing,sochi-2014,Team sprint women,Women,BRONZE,GameTeam,1.0,1504
Cross Country Skiing,sochi-2014,Team sprint women,Women,BRONZE,GameTeam,1.0,1505
Cross Country Skiing,pyeongchang-2018,Ladies� 30km Mass Start Classic,Women,BRONZE,Athlete,1.0,1505
Cross Country Skiing,pyeongchang-2018,Ladies� Sprint Classic,Women,GOLD,Athlete,1.0,1505
Cross Country Skiing,pyeongchang-2018,Ladies� Team Sprint Free,Women,SILVER,GameTeam,1.0,1505
Bobsleigh,pyeongchang-2018,Women�s Bobsleigh,Women,GOLD,GameTeam,29.0,1510
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,29.0,1510
Bobsleigh,pyeongchang-2018,Women�s Bobsleigh,Women,GOLD,GameTeam,29.0,1511
Diving,athens-2004,3m springboard men,Men,SILVER,Athlete,81.0,1513
Diving,beijing-2008,3m springboard men,Men,SILVER,Athlete,81.0,1513
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,29.0,1515
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,29.0,1516
Cross Country Skiing,vancouver-2010,10km women,Women,GOLD,Athlete,1.0,1519
Cross Country Skiing,vancouver-2010,Team sprint women,Women,SILVER,GameTeam,1.0,1519
Cross Country Skiing,sochi-2014,10km women,Women,SILVER,Athlete,1.0,1519
Cross Country Skiing,sochi-2014,Skiathlon 7.5+7.5km women,Women,SILVER,Athlete,1.0,1519
Cross Country Skiing,pyeongchang-2018,Ladies� Team Sprint Free,Women,SILVER,GameTeam,1.0,1519
Cross Country Skiing,pyeongchang-2018,Ladies� 7.5km+7.5km Skiathlon,Women,GOLD,Athlete,1.0,1519
Cross Country Skiing,pyeongchang-2018,Ladies� 10km Free,Women,SILVER,Athlete,1.0,1519
Canoe Slalom,london-2012,K1 kayak single men,Men,SILVER,Athlete,50.0,1521
Canoe Slalom,beijing-2008,C2 canoe double men,Men,BRONZE,GameTeam,27.0,1535
Canoe Slalom,beijing-2008,C2 canoe double men,Men,BRONZE,GameTeam,27.0,1536
Beach Volleyball,rio-2016,Beach volleyball men,Men,GOLD,GameTeam,56.0,1553
Cycling Track,london-2012,Team sprint women,Women,SILVER,GameTeam,19.0,1556
Cycling Track,rio-2016,Team sprint women,Women,GOLD,GameTeam,19.0,1556
Cycling Track,rio-2016,Team sprint women,Women,GOLD,GameTeam,19.0,1557
Cycling Track,tokyo-2020,Women's Team Sprint,Women,GOLD,GameTeam,19.0,1557
Sailing,london-2012,470 - Two Person Dinghy women,Women,SILVER,GameTeam,131.0,1558
Sailing,rio-2016,470 - Two Person Dinghy women,Women,GOLD,GameTeam,131.0,1558
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,71.0,1563
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,71.0,1564
Canoe Sprint,london-2012,K2 500m kayak double women,Women,BRONZE,GameTeam,14.0,1572
Canoe Sprint,rio-2016,K-2 500m (kayak double) women,Women,BRONZE,GameTeam,14.0,1572
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,SILVER,GameTeam,14.0,1572
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,SILVER,GameTeam,14.0,1573
Artistic Swimming,tokyo-2020,Duet,Women,BRONZE,GameTeam,36.0,1574
Artistic Swimming,tokyo-2020,Duet,Women,BRONZE,GameTeam,36.0,1575
Cross Country Skiing,pyeongchang-2018,Ladies� 30km Mass Start Classic,Women,SILVER,Athlete,110.0,1579
Cross Country Skiing,pyeongchang-2018,Ladies� 7.5km+7.5km Skiathlon,Women,BRONZE,Athlete,110.0,1579
Cross Country Skiing,pyeongchang-2018,Ladies� 10km Free,Women,BRONZE,Athlete,110.0,1579
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,BRONZE,Athlete,110.0,1579
Bobsleigh,sochi-2014,two-woman women,Women,BRONZE,GameTeam,71.0,1580
Bobsleigh,sochi-2014,two-woman women,Women,BRONZE,GameTeam,71.0,1581
Rowing,rio-2016,lightweight double sculls 2x men,Men,SILVER,GameTeam,24.0,1582
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,GOLD,GameTeam,128.0,1583
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,GOLD,GameTeam,128.0,1584
Shooting,tokyo-2020,Trap Men,Men,BRONZE,Athlete,131.0,1590
Rowing,tokyo-2020,Women's Double Sculls,Women,BRONZE,GameTeam,61.0,1595
Rowing,tokyo-2020,Women's Double Sculls,Women,BRONZE,GameTeam,61.0,1596
Figure skating,pyeongchang-2018,Pair Skating,Mixed,GOLD,GameTeam,29.0,1597
Canoe Sprint,rio-2016,K-1 1000m (kayak single) men,Men,BRONZE,Athlete,92.0,1600
Tennis,rio-2016,doubles men,Men,SILVER,GameTeam,91.0,1602
Cross Country Skiing,sochi-2014,Team sprint men,Men,GOLD,GameTeam,110.0,1616
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,131.0,1621
Diving,tokyo-2020,Women's 3m Springboard,Women,SILVER,Athlete,19.0,1635
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,19.0,1635
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,29.0,1636
Badminton,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,19.0,1638
Badminton,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,19.0,1639
Diving,london-2012,synchronized diving 10m platform men,Men,BRONZE,GameTeam,71.0,1652
Bobsleigh,vancouver-2010,two-woman women,Women,GOLD,GameTeam,81.0,1659
Bobsleigh,sochi-2014,two-woman women,Women,GOLD,GameTeam,81.0,1659
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,71.0,1660
Snowboard,turin-2006,Snowboard Cross women,Women,SILVER,Athlete,71.0,1661
Snowboard,beijing-2022,Women's Snowboard Cross,Women,GOLD,Athlete,71.0,1661
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,71.0,1661
Canoe Sprint,london-2012,K-1 200m (kayak single) women,Women,GOLD,Athlete,51.0,1664
Canoe Sprint,rio-2016,K-1 200m (kayak single) women,Women,GOLD,Athlete,51.0,1664
Canoe Sprint,rio-2016,K-1 500m (kayak single) women,Women,BRONZE,Athlete,51.0,1664
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,GOLD,GameTeam,51.0,1664
